uid,treatment,testidx,data,scores
135,1,"2,4,0,5,1,3","[[""right"",""right"",""down"",""left"",""right"",""right"",""down"",""right"",""right"",""left""],[""right"",""left"",""left"",""down"",""right"",""up"",""down"",""left"",""down"",""down"",""up"",""up"",""down"",""up"",""right"",""up"",""down"",""left"",""down"",""up""],[""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""down"",""down"",""right"",""left"",""right"",""left"",""right"",""right"",""left"",""left""],[""left"",""right"",""right"",""left"",""left"",""left"",""left"",""right"",""left"",""right"",""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""up""],[""down"",""down"",""left"",""right"",""left"",""right"",""down"",""right"",""left"",""right"",""down"",""up"",""left"",""right"",""down"",""right"",""left"",""left"",""up"",""up""],[""left"",""left"",""right"",""down"",""right"",""down"",""up"",""down"",""up"",""down"",""left"",""left"",""down"",""left"",""left"",""right"",""down"",""left"",""up"",""right""],[""right"",""right"",""right"",""down"",""up"",""down"",""up"",""down"",""up"",""left"",""right"",""left"",""right"",""down"",""up"",""down"",""up"",""down"",""down"",""down""]]","[83,840,845,864,910,1066,855]"
136,2,"2,0,3,1,5,4","[[""right"",""down"",""down"",""down"",""down"",""down"",""left"",""right"",""down"",""up""],[""left"",""left"",""right"",""left"",""right"",""right"",""left"",""right"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""up"",""down"",""down"",""up"",""down"",""down"",""up"",""down"",""right"",""left"",""right"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""up"",""up"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""left"",""down"",""left"",""right"",""left"",""down"",""up"",""down"",""down"",""up"",""up"",""down"",""up"",""down"",""up"",""up"",""down"",""down"",""down"",""down""],[""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""]]","[85,848,558,805,776,876,780]"
137,2,"3,0,2,1,5,4","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""left"",""down"",""left"",""down"",""up""],[""down"",""down"",""up"",""left"",""right"",""down"",""up"",""down"",""left"",""left"",""left"",""down"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""up"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""down"",""down"",""right"",""right"",""right"",""right"",""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""]]","[100,810,840,886,1117,995,1490]"
138,0,"2,3,4,0,5,1","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""left"",""right"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""up"",""down""],[""up"",""up"",""down"",""up"",""down"",""up"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""right"",""left"",""right"",""up"",""down""],[""down"",""right"",""up"",""left"",""left"",""right"",""right"",""left"",""left"",""left"",""left"",""up"",""right"",""left"",""up"",""down"",""down"",""right"",""left"",""up""],[""right"",""left"",""down"",""up"",""left"",""right"",""down"",""up"",""right"",""left"",""left"",""right"",""up"",""down"",""right"",""left"",""down"",""right"",""up"",""down""],[""right"",""left"",""left"",""right"",""right"",""left"",""up"",""up"",""down"",""up"",""right"",""left"",""up"",""down"",""right"",""down"",""up"",""down"",""up"",""down""]]","[100,836,795,741,615,665,599]"
139,2,"3,2,0,5,1,4","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""left"",""up"",""up"",""left"",""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""left"",""down"",""down"",""left"",""left"",""left"",""right"",""left"",""down"",""right"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""left"",""left"",""left"",""up"",""down"",""right"",""down"",""up"",""down"",""up"",""down"",""right"",""left"",""down"",""up"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""down"",""down"",""right"",""left"",""right"",""up"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""right"",""right"",""right"",""up"",""down""],[""down"",""down"",""left"",""left"",""down"",""left"",""down"",""left"",""right"",""up"",""down"",""left"",""right"",""up"",""down"",""left"",""right"",""up"",""down"",""left""],[""left"",""down"",""down"",""right"",""left"",""right"",""down"",""right"",""right"",""left"",""right"",""right"",""right"",""down"",""right"",""left"",""up"",""down"",""right"",""left""]]","[100,952,981,825,935,1285,1185]"
140,2,"1,5,2,3,0,4","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""right"",""left""],[""right"",""right"",""left"",""up"",""right"",""up"",""left"",""down"",""right"",""up"",""up"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""up"",""left"",""left"",""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""up"",""left"",""right"",""up"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""down"",""up"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""down"",""up"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""]]","[96,797,912,870,805,824,930]"
141,0,"3,4,2,5,1,0","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""down"",""left""],[""down"",""right"",""right"",""down"",""right"",""down"",""up"",""right"",""left"",""left"",""left"",""right"",""right"",""up"",""right"",""left"",""right"",""left"",""right"",""right""],[""left"",""left"",""right"",""right"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""down"",""up"",""right"",""left""],[""right"",""up"",""up"",""up"",""up"",""down"",""down"",""down"",""left"",""down"",""down"",""left"",""down"",""down"",""left"",""left"",""down"",""left"",""up"",""right""],[""left"",""left"",""up"",""down"",""down"",""up"",""up"",""right"",""left"",""down"",""down"",""right"",""down"",""up"",""left"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""left"",""left"",""right"",""right"",""right"",""left"",""left"",""left"",""right"",""left"",""right"",""right"",""left"",""right"",""up"",""down"",""up"",""down""],[""left"",""right"",""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""]]","[95,744,767,824,874,857,818]"
142,2,"2,4,0,1,3,5","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""left"",""left"",""right"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""left"",""right"",""left"",""left"",""right"",""left"",""right"",""left"",""left"",""left"",""right"",""right"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""right"",""right"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""]]","[100,801,780,725,810,833,780]"
143,2,"1,3,5,2,0,4","[[""down"",""right"",""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""right"",""left"",""left"",""left"",""right"",""left"",""left"",""down""],[""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""left"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""left"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""left"",""down"",""left"",""up"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""left"",""right"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""]]","[92,900,810,924,872,836,927]"
144,0,"2,5,3,1,4,0","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""left"",""left"",""right"",""left"",""right"",""left"",""down"",""down"",""right"",""up"",""right"",""up"",""down"",""left"",""down"",""down"",""left"",""up"",""up"",""right""],[""down"",""left"",""right"",""up"",""up"",""left"",""left"",""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""up"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""left"",""left"",""down"",""down"",""up"",""down"",""right"",""right"",""left"",""right"",""left"",""left"",""right"",""right"",""left"",""right"",""up"",""down"",""up"",""down""],[""down"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""]]","[100,770,868,790,869,1002,840]"
145,2,"3,1,4,2,0,5","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""left"",""down"",""up"",""down"",""up"",""right"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""left"",""right"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""left"",""down"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""]]","[100,810,930,940,871,833,923]"
146,0,"0,3,4,5,2,1","[[""down"",""right"",""left"",""right"",""left"",""right"",""right"",""left"",""right"",""left""],[""down"",""down"",""left"",""left"",""right"",""left"",""right"",""up"",""left"",""right"",""left"",""right"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""up"",""left"",""right"",""up"",""left"",""down"",""left"",""up"",""down"",""up"",""up"",""down"",""up"",""down"",""up"",""right"",""down"",""left"",""right"",""left""],[""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""right"",""left"",""right"",""left"",""left"",""left"",""right"",""right"",""left"",""right"",""left""],[""down"",""left"",""left"",""right"",""left"",""right"",""left"",""up"",""down"",""down"",""down"",""up"",""up"",""down"",""up"",""up"",""down"",""down"",""up"",""down""],[""left"",""right"",""right"",""left"",""right"",""right"",""left"",""left"",""down"",""up"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""up"",""up"",""down""],[""down"",""up"",""down"",""down"",""up"",""down"",""down"",""up"",""up"",""down"",""up"",""down"",""down"",""down"",""up"",""down"",""up"",""down"",""up"",""up""]]","[92,785,817,761,792,616,761]"
147,0,"3,5,2,1,4,0","[[""right"",""down"",""left"",""up"",""down"",""down"",""down"",""right"",""right"",""right""],[""right"",""down"",""down"",""up"",""up"",""right"",""left"",""left"",""left"",""down"",""right"",""left"",""left"",""left"",""up"",""right"",""down"",""left"",""right"",""left""],[""left"",""left"",""right"",""right"",""left"",""up"",""left"",""left"",""left"",""down"",""up"",""down"",""up"",""down"",""down"",""up"",""down"",""down"",""right"",""up""],[""left"",""left"",""right"",""right"",""down"",""up"",""right"",""left"",""left"",""left"",""left"",""down"",""up"",""down"",""down"",""left"",""right"",""right"",""down"",""left""],[""left"",""left"",""left"",""down"",""down"",""left"",""up"",""down"",""down"",""up"",""down"",""up"",""down"",""down"",""right"",""left"",""up"",""right"",""down"",""left""],[""right"",""left"",""up"",""left"",""down"",""up"",""up"",""right"",""left"",""down"",""left"",""left"",""down"",""down"",""down"",""up"",""left"",""up"",""down"",""down""],[""left"",""right"",""up"",""left"",""down"",""down"",""up"",""down"",""left"",""left"",""right"",""up"",""left"",""down"",""right"",""right"",""left"",""left"",""right"",""down""]]","[75,529,550,678,957,457,639]"
148,1,"3,1,4,0,5,2","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""down""],[""up"",""right"",""left"",""left"",""up"",""left"",""up"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""down"",""right"",""up"",""left"",""down""],[""left"",""down"",""left"",""right"",""left"",""down"",""up"",""down"",""down"",""up"",""right"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""right""],[""left"",""left"",""down"",""up"",""down"",""left"",""right"",""down"",""up"",""left"",""right"",""down"",""up"",""left"",""down"",""right"",""up"",""left"",""right"",""up""],[""left"",""down"",""left"",""up"",""right"",""left"",""down"",""up"",""down"",""right"",""left"",""right"",""up"",""left"",""down"",""right"",""up"",""left"",""down"",""right""],[""down"",""up"",""right"",""left"",""down"",""up"",""right"",""left"",""down"",""up"",""right"",""left"",""down"",""right"",""up"",""left"",""right"",""down"",""left"",""right""],[""left"",""up"",""right"",""down"",""left"",""up"",""right"",""left"",""down"",""up"",""right"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""up"",""left""]]","[96,852,822,676,901,646,474]"
149,2,"5,1,3,2,0,4","[[""down"",""right"",""right"",""left"",""down"",""down"",""right"",""down"",""left"",""down""],[""down"",""left"",""left"",""up"",""down"",""right"",""down"",""right"",""down"",""right"",""left"",""down"",""up"",""left"",""down"",""left"",""up"",""left"",""down"",""left""],[""down"",""left"",""left"",""down"",""right"",""up"",""up"",""down"",""down"",""left"",""up"",""right"",""down"",""left"",""up"",""right"",""down"",""left"",""up"",""right""],[""up"",""up"",""up"",""left"",""left"",""down"",""right"",""up"",""left"",""down"",""up"",""right"",""down"",""left"",""up"",""left"",""up"",""left"",""right"",""left""],[""left"",""left"",""up"",""up"",""up"",""right"",""up"",""left"",""left"",""up"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""up"",""left"",""down""],[""left"",""left"",""down"",""up"",""down"",""up"",""left"",""up"",""up"",""up"",""up"",""up"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""up""],[""down"",""left"",""up"",""down"",""down"",""left"",""down"",""left"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""up""]]","[74,829,831,910,1404,1340,932]"
150,0,"1,5,3,4,2,0","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""right"",""up"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""right"",""left"",""left"",""right"",""down"",""up"",""left"",""right"",""left"",""down"",""up""],[""left"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""up"",""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""right"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""down"",""up"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""down"",""up""],[""down"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""down"",""left"",""left"",""down"",""up"",""left"",""right""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""]]","[100,817,918,768,940,902,840]"
151,0,"4,2,1,5,3,0","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""down"",""left"",""left"",""right"",""left"",""left"",""down"",""left"",""down"",""up"",""right"",""left"",""down"",""up"",""right"",""left"",""right"",""left"",""right""],[""down"",""left"",""down"",""up"",""right"",""left"",""down"",""up"",""right"",""up"",""down"",""left"",""down"",""up"",""right"",""up"",""left"",""down"",""down"",""up""],[""right"",""up"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""left"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""up"",""down"",""down"",""up"",""up"",""right"",""left"",""down"",""down"",""up"",""down"",""up""],[""up"",""left"",""right"",""left"",""right"",""up"",""left"",""right"",""left"",""left"",""up"",""down"",""up"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""left"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""]]","[100,1009,859,883,899,855,840]"
152,2,"2,3,4,0,1,5","[[""down"",""right"",""down"",""down"",""down"",""down"",""left"",""down"",""down"",""right""],[""left"",""left"",""up"",""up"",""right"",""left"",""up"",""up"",""left"",""up"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""up"",""left"",""down""],[""up"",""up"",""up"",""right"",""up"",""up"",""right"",""right"",""right"",""right"",""down"",""left"",""up"",""right"",""down"",""left"",""up"",""right"",""down"",""left""],[""left"",""left"",""up"",""up"",""up"",""left"",""up"",""up"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""up""],[""left"",""down"",""right"",""left"",""down"",""left"",""up"",""up"",""left"",""up"",""up"",""up"",""up"",""left"",""up"",""right"",""down"",""left"",""up"",""down""],[""down"",""down"",""left"",""left"",""down"",""left"",""down"",""left"",""up"",""right"",""down"",""left"",""up"",""right"",""down"",""left"",""right"",""up"",""down"",""left""],[""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""up"",""right"",""left"",""down"",""up"",""right"",""left"",""down"",""up"",""right"",""left"",""down""]]","[84,1437,1126,1254,1222,1281,995]"
153,1,"1,5,3,0,4,2","[[""down"",""right"",""down"",""down"",""down"",""left"",""right"",""down"",""down"",""right""],[""left"",""down"",""right"",""down"",""down"",""down"",""right"",""right"",""right"",""right"",""right"",""up"",""left"",""right"",""up"",""up"",""left"",""up"",""down"",""right""],[""down"",""down"",""down"",""right"",""down"",""up"",""down"",""right"",""up"",""right"",""right"",""right"",""down"",""left"",""up"",""right"",""down"",""left"",""up"",""up""],[""up"",""left"",""left"",""down"",""up"",""up"",""up"",""down"",""up"",""right"",""up"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""up"",""right""],[""down"",""left"",""left"",""right"",""up"",""left"",""down"",""down"",""left"",""right"",""left"",""down"",""down"",""up"",""left"",""right"",""left"",""right"",""down"",""up""],[""down"",""down"",""up"",""down"",""left"",""left"",""right"",""left"",""right"",""right"",""up"",""down"",""left"",""right"",""up"",""down"",""left"",""right"",""left"",""right""],[""down"",""left"",""down"",""down"",""left"",""left"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""up"",""left"",""up""]]","[72,806,1305,842,964,890,945]"
154,2,"1,0,3,2,5,4","[[""down"",""down"",""right"",""up"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""down"",""left"",""left"",""right"",""left"",""up"",""up"",""down"",""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""right""],[""down"",""down"",""up"",""down"",""right"",""left"",""up"",""left"",""left"",""up"",""down"",""up"",""left"",""up"",""down"",""right"",""down"",""up"",""down"",""up""],[""up"",""left"",""left"",""up"",""up"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""left"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""left"",""down"",""right"",""down"",""down"",""right"",""right"",""right"",""right"",""up"",""down"",""up"",""right"",""down"",""left"",""up"",""down"",""up"",""down""],[""down"",""left"",""down"",""left"",""right"",""right"",""down"",""right"",""left"",""right"",""right"",""right"",""right"",""down"",""right"",""left"",""up"",""down"",""right"",""left""]]","[95,903,829,924,872,1377,1198]"
155,1,"1,5,0,4,3,2","[[""right"",""right"",""right"",""down"",""up"",""down"",""down"",""down"",""up"",""down""],[""up"",""down"",""right"",""left"",""up"",""right"",""left"",""right"",""up"",""right"",""right"",""right"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""down""],[""right"",""up"",""right"",""right"",""down"",""down"",""left"",""up"",""left"",""right"",""right"",""up"",""right"",""left"",""left"",""left"",""down"",""down"",""right"",""left""],[""up"",""up"",""up"",""down"",""down"",""right"",""right"",""right"",""down"",""right"",""left"",""left"",""left"",""down"",""left"",""up"",""up"",""up"",""left"",""down""],[""up"",""up"",""right"",""right"",""left"",""right"",""left"",""up"",""left"",""left"",""right"",""left"",""down"",""down"",""up"",""down"",""down"",""up"",""left"",""right""],[""up"",""up"",""up"",""right"",""right"",""right"",""down"",""left"",""left"",""left"",""down"",""down"",""down"",""up"",""up"",""up"",""left"",""right"",""left"",""down""],[""up"",""up"",""left"",""right"",""right"",""right"",""right"",""right"",""left"",""left"",""down"",""left"",""right"",""right"",""up"",""right"",""right"",""left"",""left"",""left""]]","[77,628,493,508,571,577,618]"
156,0,"4,2,3,1,5,0","[[""down"",""right"",""right"",""up"",""right"",""down"",""down"",""down"",""down"",""up""],[""down"",""down"",""up"",""down"",""up"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""up"",""down"",""down"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""right"",""up"",""down"",""up"",""down"",""up""],[""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""left"",""right"",""down"",""up"",""down"",""up"",""down""],[""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""]]","[74,920,866,810,919,740,840]"
157,0,"4,2,3,5,0,1","[[""down"",""right"",""down"",""down"",""down"",""down"",""left"",""right"",""up"",""up""],[""left"",""left"",""left"",""down"",""down"",""down"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""up"",""left"",""down""],[""down"",""left"",""left"",""right"",""right"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""up"",""left"",""right"",""down"",""left"",""up"",""right"",""down""],[""right"",""down"",""right"",""up"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""down"",""right"",""up"",""left"",""down"",""right"",""up"",""left"",""down""],[""left"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""up"",""left"",""down"",""right""],[""down"",""down"",""left"",""up"",""right"",""down"",""left"",""up"",""left"",""down"",""right"",""up"",""right"",""down"",""left"",""left"",""up"",""right"",""right"",""down""],[""left"",""left"",""down"",""right"",""up"",""left"",""down"",""down"",""right"",""up"",""left"",""down"",""right"",""right"",""up"",""left"",""down"",""right"",""up"",""left""]]","[87,918,832,754,810,760,821]"
158,2,"2,3,4,0,1,5","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""up"",""up"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""]]","[100,878,805,940,840,930,776]"
